,antecedents,consequents,confidence,lift,jaccard_coefficient,kulczynski_measure,confidence_norm,lift_norm,jaccard_coefficient_norm,kulczynski_measure_norm,score
6456,"frozenset({'Shadab Khan', '1st Inning', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.03389830508474576,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.17753192036792845,0.6218068535825545,0.45126275200803934
7356,"frozenset({'Shadab Khan', 'Wickets: 2-3', '1st Inning'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.03389830508474576,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.17753192036792845,0.6218068535825545,0.45126275200803934
2375,"frozenset({'Shadab Khan', '1st Inning', 'Economy: 6-8'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.016806722689075633,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.05868001849696236,0.8168224299065421,0.4467047885751053
4912,"frozenset({'Shadab Khan', 'Over: 4', 'Economy: 0-6'})",frozenset({'Won'}),0.7407407407407407,1.1486169714017815,0.04158004158004159,0.6928193499622071,0.4814814814814814,0.03253253253253253,0.23094938464957443,0.7625475943232952,0.4457467913895585
7323,"frozenset({'Shadab Khan', 'New Zealand', '1st Inning'})","frozenset({'Wickets: 0-1', 'Won'})",0.8571428571428571,2.142857142857143,0.02033898305084746,0.6285714285714286,0.7142857142857142,0.11917894570955792,0.08324274488362868,0.6448598130841121,0.44463437624699226
9268,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'Economy: 6-8'})","frozenset({'Over: 4', 'Won'})",0.8571428571428571,2.150170648464164,0.020408163265306128,0.627891156462585,0.7142857142857142,0.11981630582313173,0.08372381210548738,0.6436137071651089,0.44446860064920624
4663,"frozenset({'Shadab Khan', 'Bangladesh'})","frozenset({'Over: 4', 'Won'})",0.8571428571428571,2.150170648464164,0.020408163265306128,0.627891156462585,0.7142857142857142,0.11981630582313173,0.08372381210548738,0.6436137071651089,0.44446860064920624
420,"frozenset({'Shadab Khan', '1st Inning'})",frozenset({'Won'}),0.7142857142857144,1.107594936708861,0.051652892561983486,0.6795918367346939,0.4285714285714288,0.028957528957528983,0.3009942446720091,0.7383177570093459,0.443260781971588
7892,"frozenset({'Shadab Khan', '2nd Inning', 'West Indies'})","frozenset({'Economy: 0-6', 'Won'})",0.8571428571428571,3.4054054054054053,0.03225806451612903,0.5544217687074829,0.7142857142857142,0.22920797245121563,0.16612597172063412,0.5090342679127725,0.4397545834208578
2034,"frozenset({'Shadab Khan', 'Bangladesh'})","frozenset({'1st Inning', 'Won'})",0.8571428571428571,2.7038626609442056,0.025641025641025644,0.5870748299319728,0.7142857142857142,0.1680696637778182,0.12011223016915616,0.5688473520249222,0.43778055532171956
6030,"frozenset({'Shadab Khan', 'West Indies'})","frozenset({'Over: 4', 'Won'})",0.8181818181818181,2.05243561898852,0.030508474576271188,0.6084106369820655,0.6363636363636362,0.1112988570326454,0.15395962649685352,0.6079297649391108,0.4306057940431447
6036,"frozenset({'Shadab Khan', 'Over: 4', 'Wickets: 3+'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
5306,"frozenset({'Shadab Khan', 'New Zealand', 'Economy: 6-8'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
5544,"frozenset({'Shadab Khan', 'Over: 3', 'Economy: 8-10'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
9368,"frozenset({'Shadab Khan', 'Economy: 8-10', 'Over: 3', 'Wickets: 0-1'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
9363,"frozenset({'Shadab Khan', 'Economy: 8-10', 'Wickets: 0-1', 'New Zealand'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
6097,"frozenset({'Shadab Khan', 'Wickets: 0-1', 'West Indies'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
8797,"frozenset({'Shadab Khan', '2nd Inning', 'Over: 4', 'Wickets: 3+'})",frozenset({'Won'}),0.7999999999999999,1.240506329113924,0.008421052631578949,0.7224489795918367,0.5999999999999999,0.04054054054054053,0.0003675222211125573,0.8168224299065421,0.4292110396923504
6792,"frozenset({'Shadab Khan', 'Over: 4', '1st Inning', 'Economy: 6-8'})",frozenset({'Won'}),0.7777777777777779,1.206047819971871,0.014705882352941181,0.7113378684807257,0.5555555555555558,0.03753753753753756,0.04407113889198946,0.7964693665628246,0.42258257205686467
9795,"frozenset({'Shadab Khan', 'Over: 4', 'New Zealand', '1st Inning'})","frozenset({'Wickets: 0-1', 'Won'})",0.8333333333333333,2.083333333333333,0.01694915254237288,0.6166666666666667,0.6666666666666665,0.11399154256297107,0.05967045101255372,0.6230529595015577,0.4162161774105305
9933,"frozenset({'Shadab Khan', '2nd Inning', 'West Indies', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.017006802721088437,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.06007134036410263,0.6218068535825545,0.41602457800689163
6280,"frozenset({'Shadab Khan', 'Bangladesh', '1st Inning'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.017006802721088437,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.06007134036410263,0.6218068535825545,0.41602457800689163
9552,"frozenset({'Shadab Khan', 'Wickets: 0-1', '1st Inning', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.017006802721088437,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.06007134036410263,0.6218068535825545,0.41602457800689163
9560,"frozenset({'Shadab Khan', 'Wickets: 2-3', '1st Inning', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",0.8333333333333333,2.0904436860068256,0.017006802721088437,0.6159863945578231,0.6666666666666665,0.11461119822894561,0.06007134036410263,0.6218068535825545,0.41602457800689163
8794,"frozenset({'Shadab Khan', '2nd Inning', 'Wickets: 2-3'})","frozenset({'Over: 4', 'Won'})",0.7857142857142856,1.9709897610921499,0.037162162162162164,0.5921768707482993,0.5714285714285712,0.10420098304057344,0.2002282168316324,0.5781931464174455,0.415375078707352
4427,"frozenset({'Shadab Khan', 'Wickets: 3+'})","frozenset({'2nd Inning', 'Won'})",0.8333333333333333,2.54149377593361,0.020661157024793382,0.5806122448979592,0.6666666666666665,0.15391947964562067,0.08548308686311096,0.5570093457943925,0.40813967776181304
6281,"frozenset({'Shadab Khan', 'Bangladesh', 'Over: 4'})","frozenset({'1st Inning', 'Won'})",0.8333333333333333,2.6287553648068664,0.021367521367521364,0.5751700680272108,0.6666666666666665,0.16152418512933525,0.0903950220838266,0.5470404984423676,0.4073830746707917
842,"frozenset({'Shadab Khan', '2nd Inning'})",frozenset({'Won'}),0.6399999999999999,0.9924050632911392,0.06504065040650406,0.6424489795918367,0.2799999999999998,0.01891891891891891,0.3940903925168283,0.6702803738317756,0.405203121796473
1285,"frozenset({'Shadab Khan', 'Economy: 6-8'})",frozenset({'Won'}),0.7083333333333333,1.0983649789029535,0.035343035343035345,0.6766156462585033,0.4166666666666665,0.028153153153153136,0.18757832420071507,0.7328660436137071,0.4039486256596419
5336,"frozenset({'Shadab Khan', 'Over: 4', 'Economy: 6-8'})",frozenset({'Won'}),0.7142857142857143,1.1075949367088609,0.03125,0.6795918367346938,0.4285714285714286,0.028957528957528962,0.15911606578115114,0.7383177570093457,0.4006973283043305
4360,"frozenset({'Shadab Khan', '2nd Inning', 'Over: 4'})",frozenset({'Won'}),0.6666666666666667,1.0337552742616036,0.049382716049382734,0.6557823129251701,0.3333333333333335,0.02252252252252254,0.2852078306432092,0.6947040498442368,0.3962258163984861
3764,"frozenset({'Shadab Khan', '2nd Inning', 'Economy: 8-10'})",frozenset({'Won'}),0.7500000000000001,1.162974683544304,0.012605042016806723,0.6974489795918368,0.5000000000000002,0.03378378378378379,0.029462259287016505,0.7710280373831778,0.3935254673794367
1809,frozenset({'Shadab Khan'}),"frozenset({'Over: 4', 'Won'})",0.5294117647058824,1.3280465769925718,0.13513513513513514,0.4640256102440976,0.05882352941176472,0.04816953070315848,0.8815152913824641,0.34344878138171153,0.3899532337230979
10135,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'West Indies'})","frozenset({'Over: 4', 'Economy: 0-6', 'Won'})",0.7999999999999999,5.394495412844036,0.03636363636363636,0.4741496598639455,0.5999999999999999,0.40255393007686574,0.1946754068196193,0.3619937694704049,0.3872561458946938
9369,"frozenset({'Shadab Khan', 'Economy: 8-10', 'Over: 3'})","frozenset({'Wickets: 0-1', 'Won'})",0.7999999999999999,1.9999999999999998,0.013559322033898305,0.6,0.5999999999999999,0.10672917815774956,0.03609815714147878,0.5925233644859813,0.3792593743040129
9041,"frozenset({'Shadab Khan', 'Over: 4', 'West Indies'})","frozenset({'Economy: 0-6', 'Won'})",0.7777777777777779,3.0900900900900905,0.037433155080213915,0.5147392290249434,0.5555555555555558,0.20172875578280983,0.2021126546185147,0.43634475597092437,0.37837676542177945
8800,"frozenset({'Shadab Khan', 'Over: 4', 'Wickets: 3+'})","frozenset({'2nd Inning', 'Won'})",0.7999999999999999,2.4398340248962653,0.016528925619834708,0.5639455782312925,0.5999999999999999,0.14505999775709313,0.056748265821924576,0.5264797507788163,0.3694744047559315
10131,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'West Indies', 'Over: 4'})","frozenset({'Economy: 0-6', 'Won'})",0.7999999999999999,3.178378378378378,0.02150537634408602,0.5258503401360544,0.5999999999999999,0.2094229364499634,0.0913536416994824,0.45669781931464165,0.3653577319492335
9079,"frozenset({'Shadab Khan', 'Wickets: 2-3', 'West Indies'})","frozenset({'Economy: 0-6', 'Won'})",0.7999999999999999,3.178378378378378,0.02150537634408602,0.5258503401360544,0.5999999999999999,0.2094229364499634,0.0913536416994824,0.45669781931464165,0.3653577319492335
7353,"frozenset({'Wickets: 0-1', 'Shadab Khan', 'Over: 4', '1st Inning'})",frozenset({'Won'}),0.6875,1.0660601265822784,0.02296450939457203,0.6661989795918367,0.375,0.02533783783783783,0.1015002000530834,0.7137850467289719,0.3596193578184004
